Event_Title,Date,Time,Venue,Address,url,Latitude,Longitude
Ty Gray & Friends - Workin' It Out (A Comedy Trial Show),2024-12-05,19:00,Caz Reitop's Dirty Secrets,"80 Smith Street Collingwood, VIC 3066",https://www.eventbrite.com.au/e/ty-gray-friends-workin-it-out-a-comedy-trial-show-tickets-1080122307899?aff=ebdssbdestsearch,-37.8059003,144.9831738
Private Wheel Throwing Workshop with Kiln Firing,2024-12-05,16:00,"Heer Pottery - unit 3/29-31 Clarice Rd, Box Hill South VIC","29-31 Clarice Road #unit 3 Box Hill South, VIC 3128",https://www.eventbrite.com.au/e/private-wheel-throwing-workshop-with-kiln-firing-tickets-1057774515049?aff=ebdssbdestsearch,-37.8333911,145.1339829
"Blue Lotus Ceremony: Meditation, Herbal Energetics + Sound Healing",2024-12-05,18:00,Tree of Life Integral Centre,"3 Denmark Street Kew, VIC 3101",https://www.eventbrite.com.au/e/blue-lotus-ceremony-meditation-herbal-energetics-sound-healing-tickets-1040482239387?aff=ebdssbdestsearch,-37.8132659,145.027641
LEGO® Robotics Open Day,2024-12-05,16:00,Balwyn Library,"336 Whitehorse Road Balwyn, VIC 3103",https://www.eventbrite.com.au/e/lego-robotics-open-day-tickets-1098280970949?aff=ebdssbdestsearch,-37.8135133,145.0855371
"""FREE-ish"" LIVE JAZZ: in Melbourne's Historic Bluestone Cellar c1854",2024-12-05,19:00,"Life's Too Short Bar, Tribeca Arcade, Victoria Parade, East Melbourne VIC, Australia","412 Victoria Parade #Shop 2 East Melbourne, VIC 3002",https://www.eventbrite.com.au/e/free-ish-live-jazz-in-melbournes-historic-bluestone-cellar-c1854-tickets-805465849037?aff=ebdssbdestsearch,-37.8096207,144.985273
City LOVE Scavenger Hunt Date Night For Couples - Melbourne Vic Area,2024-12-05,13:00,**Recommended starting point or another city spot of your choice! (MUST USE PDF TICKETS-NO QR CODES),"33 Lincoln Square South Carlton, VIC 3053",https://www.eventbrite.com/e/city-love-scavenger-hunt-date-night-for-couples-melbourne-vic-area-tickets-910283571667?aff=ebdssbdestsearch,-37.8033885,144.9623452
1-2-3 Magic® & Emotion Coaching,2024-12-05,08:30,489 Elizabeth St,"489 Elizabeth Street Melbourne, VIC 3000",https://www.eventbrite.com/e/1-2-3-magic-emotion-coaching-tickets-1056205532179?aff=ebdssbdestsearch,-37.8074904,144.9597627
"FeelGoodFlows - Sunrise Yoga Thursdays - Meditation, Breathwork, & Mobility",2024-12-05,06:30,South Melbourne Life Saving Club,"72B Beaconsfield Parade Albert Park, VIC 3206",https://www.eventbrite.com.au/e/feelgoodflows-sunrise-yoga-thursdays-meditation-breathwork-mobility-tickets-1044511310447?aff=ebdssbdestsearch,-37.8471341,144.9466738
Private Hand Building Workshop with Kiln Firing,2024-12-05,02:30,"Heer Pottery - unit 3/29-31 Clarice Rd, Box Hill South VIC","29-31 Clarice Road #unit 3 Box Hill South, VIC 3128",https://www.eventbrite.com.au/e/private-hand-building-workshop-with-kiln-firing-tickets-1059244391489?aff=ebdssbdestsearch,-37.8333911,145.1339829
Business Networking - Williamstown,2024-12-05,06:45,Customs House Hotel Williamstown,"161 Nelson Place Williamstown, VIC 3016",https://www.eventbrite.com.au/e/business-networking-williamstown-tickets-906597145467?aff=ebdssbdestsearch,-37.863157,144.903962
Private Hand Building Workshop with Glaze and Firing,2024-12-05,02:30,"Heer Pottery - unit 3/29-31 Clarice Rd, Box Hill South VIC","29-31 Clarice Road #unit 3 Box Hill South, VIC 3128",https://www.eventbrite.com.au/e/private-hand-building-workshop-with-glaze-and-firing-tickets-1059231723599?aff=ebdssbdestsearch,-37.8333911,145.1339829
Friends On Purpose: Games Night (18-30 y/o),2024-12-05,19:00,Blackwoods Wine & Cocktail Bar,"137 Chapel Street Windsor, VIC 3181",https://www.eventbrite.com.au/e/friends-on-purpose-games-night-18-30-yo-tickets-1082689797329?aff=ebdssbdestsearch,-37.8531136,144.9929717
Esther Swift Tiny House Gig,2024-12-05,19:30,105 Park St,"105 Park Street South Melbourne, VIC 3205",https://www.eventbrite.com.au/e/esther-swift-tiny-house-gig-tickets-1043719742847?aff=ebdssbdestsearch,-37.8340094,144.966539
Pentridge Prison H Division Tours - November 2024 - January 2025,2024-12-05,10:30,Pentridge,"1 Champ Street Coburg, VIC 3058",https://www.eventbrite.com.au/e/pentridge-prison-h-division-tours-november-2024-january-2025-tickets-909575273127?aff=ebdssbdestsearch,-37.7370508,144.9677596
Pentridge Prison - H Division Night Tours November 2024 - January 2025,2024-12-05,18:30,Pentridge Prison,"1 Champ Street Coburg, VIC 3058",https://www.eventbrite.com.au/e/pentridge-prison-h-division-night-tours-november-2024-january-2025-tickets-909558482907?aff=ebdssbdestsearch,-37.7370508,144.9677596
"Snap Crackle and Pop, A Wine Animal Sparkling Spectacular",2024-12-05,18:30,All Nations Hotel,"64 Lennox Street Richmond, VIC 3121",https://www.eventbrite.com.au/e/snap-crackle-and-pop-a-wine-animal-sparkling-spectacular-tickets-1078756312169?aff=ebdssbdestsearch,-37.8132799,144.9953202
Flesh & Blood - Skirmish Season 10 - Gameology BRUNSWICK - 05/12/2024,2024-12-05,06:30,Gameology Brunswick,"36 Hope Street Brunswick, VIC 3056",https://www.eventbrite.com.au/e/flesh-blood-skirmish-season-10-gameology-brunswick-05122024-tickets-1052962799077?aff=ebdssbdestsearch,-37.7636924,144.9595539
(Last Tickets!) The Everly Brothers & Buddy Holly Tribute | Performed By RICK GAUCI & STEVE BURNS ,2024-12-05,0:00,arcobar heatherton,"8 Arco Ln, Heatherton VIC 3202, Australia",https://www.facebook.com/events/1138196443943231/,-37.94673685,145.07837928457485
"Bottomless Cocktails at Top Yard, Melb CBD",2024-12-05,17:00,Top Yard Rooftop,"2 Geddes Lane Melbourne, VIC 3000",https://www.eventbrite.com.au/e/bottomless-cocktails-at-top-yard-melb-cbd-tickets-859288333537?aff=ebdssbdestsearch,-37.8189705,144.957155
"Waxahatchee with Good Morning | Forum, Melbourne - SOLD OUT!",2024-12-05,19:00,Forum Melbourne,"154 Flinders St, Melbourne VIC 3000, Australia",https://www.facebook.com/events/1949784432153887/,-37.81644145,144.9693768124984
VALENTA: CALL ME UR VANDAL,2024-12-05,0:00,Bad Decisions Bar,"46 Johnston St, Fitzroy VIC 3065, Australia",https://www.facebook.com/events/1119511592930893/,-37.798246,144.9762881
Gia Ransome 'A Woman Scorned' Tour - Melbourne,2024-12-05,19:30,Bergy Bandroom,"64 Sydney Rd, Brunswick VIC 3056, Australia",https://www.facebook.com/events/581433061161306/,-37.776327,144.9607158
Blusher - Melbourne Headline Show,2024-12-05,0:00,Northcote Social Club,"301 High St, Northcote VIC 3070, Australia",https://www.facebook.com/events/3742447942677245/,-37.771471,144.998414
"Lavender vs Rose & The GoldenFingers Dancers - The goodbye, farewell, love to Open Studio SHOW! ",2024-12-05,0:00,Open Studio,"204 High St, Northcote VIC 3070, Australia",https://www.facebook.com/events/930107725183916/,-37.7742382,144.9981587
Violent Femmes - Sideshow,2024-12-05,19:30,Palais Theatre,"Lower Esplanade, St Kilda VIC 3182, Australia",https://www.facebook.com/events/1986012785160740/,-37.86708671,144.97599656199426
B# Big Band with Ross Wilson,2024-12-05,18:00,Bird's Basement,"11 Singers Ln, Melbourne VIC 3000, Australia",https://www.facebook.com/events/1188540485786119/,-37.81114416,144.95680390283175
Anthony B In Conversation - Hosted by Stick Mareebo ,2024-12-05,0:00,Wax Music Lounge,"250 Flinders St, Melbourne VIC 3000, Australia",https://www.facebook.com/events/1258076311797465/,-37.8176298,144.9661635
3 Base Hit @ BAR OUSSOU!,2024-12-05,20:00,Bar Oussou,"653 Sydney Rd, Brunswick VIC 3056, Australia",https://www.facebook.com/events/945429294106004/,-37.7618155,144.9628753
MIKE (US) Melbourne ,2024-12-05,0:00,The Night Cat,"137-141 Johnston St, Fitzroy VIC 3065, Australia",https://www.facebook.com/events/1017555586818845/,-37.7982971,144.978128
𝗦𝗢𝗟𝗗 𝗢𝗨𝗧 | Imminence // Melbourne // Good Things Festival Sideshow // Stay Gold,2024-12-05,19:00,Stay Gold,"133 Sydney Rd, Brunswick VIC 3056, Australia",https://www.facebook.com/events/1092643912323747/,-37.7743469,144.9607404
Riley Catherall (Band Show) St Kilda ALBUM LAUNCH George Lane,2024-12-05,0:00,George Lane St Kilda,"1 George Ln, St Kilda VIC 3182, Australia",https://www.facebook.com/events/2888228231341123/,-37.85997305,144.9780306
"WAH Presents: Edward Roussac, Damage, Gwot Lik & Clean Beast",2024-12-05,19:00,The Penny Black,"420 Sydney Rd, Brunswick VIC 3056, Australia",https://www.facebook.com/events/938047864914145/,-37.7679775,144.9621651
Bill Barber and the Holding Cell  & Thursday Night Jam!,2024-12-05,0:00,Hume Blues Club Inc,"27 Ballantyne St, Thornbury VIC 3071, Australia",https://www.facebook.com/events/393907173459395/,-37.7588241,144.9985126
AM//PM x Good Things Pre-Party // Melbourne,2024-12-05,0:00,Stay Gold,"133 Sydney Rd, Brunswick VIC 3056, Australia",https://www.facebook.com/events/543271131989367/,-37.7743469,144.9607404
Fotis Vergopoulos | Brunswick Ballroom,2024-12-05,18:30,Brunswick Ballroom,"314 Sydney Rd, Brunswick VIC 3056, Australia",https://www.facebook.com/events/1498695320776780/,-37.7704205,144.9617083
Professor Kate Crawford: Mapping Planetary AI,2024-12-05,19:30,State Library Victoria,"328 Swanston St Conversation Quarter Melbourne, VIC 3000",https://www.eventbrite.com.au/e/professor-kate-crawford-mapping-planetary-ai-tickets-1070309678059?aff=ebdssbdestsearch,,
Learning More About BPD: A Workshop For Families & Friends (1 day),2024-12-05,9:30,Spectrum,"110 Church Street Richmond, VIC 3121",https://www.eventbrite.com.au/e/learning-more-about-bpd-a-workshop-for-families-friends-1-day-registration-763224193107?aff=ebdssbdestsearch,-37.8142371,144.9995624
Women in Digital's Melbourne Jingle & Mingle!,2024-12-05,18:00,Oche Melbourne,"263-269 Elizabeth Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/women-in-digitals-melbourne-jingle-mingle-tickets-1073945482849?aff=ebdssbdestsearch,-37.8125796,144.9620973
Fish Talk 2024 Year End Celebration,2024-12-05,17:30,380 Collins St,"380 Collins Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/fish-talk-2024-year-end-celebration-tickets-1026537630687?aff=ebdssbdestsearch,-37.8164941,144.961916
Mixed Coffee Incense Making Workshop,2024-12-05,11:00,HEER POTTERY ART,"31 Clarice Road #unit3/29 Box Hill South, VIC 3128",https://www.eventbrite.com.au/e/halloween-special-mixed-coffee-incense-making-workshop-tickets-1029583460847?aff=ebdssbdestsearch,-37.833062,145.1337404
Melbourne speed dating for ages 25-39 by Cheeky Events Australia,2024-12-05,19:00,Bar Blanco,"102 Chapel Street Windsor Melbourne, VIC 3181",https://www.eventbrite.com.au/e/melbourne-speed-dating-for-ages-25-39-by-cheeky-events-australia-tickets-919898941497?aff=ebdssbdestsearch,-37.854455,144.993076
RICS Victoria 2024 Christmas Curry Night,2024-12-05,17:30,Gaylords,"33 Spencer Street Melbourne, VIC 3008",https://www.eventbrite.com.au/e/rics-victoria-2024-christmas-curry-night-tickets-998065971187?aff=ebdssbdestsearch,-37.8203025,144.9543906
Keanu Jai  // Thursday Arvo Gig Series,2024-12-05,14:00,Kindred Bandroom,"3 Harris St, Footscray VIC 3011, Australia",https://www.facebook.com/events/462884989589480/,-37.8119001,144.9008247
Rufous Whistler & Possum @ Merri Creek Tavern,2024-12-05,19:30,The Merri Creek Tavern,"111 High St, Northcote VIC 3070, Australia",https://www.facebook.com/events/1615758892623707/,-37.7794356,144.996838
Connor Randles 'Paparella' EP Launch feat. Luke Willard,2024-12-05,19:00,The Workers Club,"51 Brunswick St, Fitzroy VIC 3065, Australia",https://www.facebook.com/events/488956507521551/,-37.8055776,144.9769450659087
"Blanco Tranco, Comedy and Tommy-Carlos & the Masquerade",2024-12-05,0:00,The Old Bar,"74-76 Johnston St, Fitzroy VIC 3065, Australia",https://www.facebook.com/events/452381311217199/,-37.79833,144.97711
Henry Manetta and the Trip return to Paris Cat,2024-12-05,10:02,Paris Cat Jazz Club,"6 Goldie Pl, Melbourne VIC 3000, Australia",https://www.facebook.com/events/1729296501201009/,-37.8133262,144.96060714767358
SNAILGUN - GUN LAWS - THE NOVA FIENDS @ LAST CHANCE,2024-12-05,20:00,The Last Chance,"238 Victoria St, Melbourne VIC 3000, Australia",https://www.facebook.com/events/2117098502038765/,-37.8059962,144.9585654
Chromakopia Release Party - Melbourne,2024-12-06,22:00,Laundry Bar,"50 Johnston Street Fitzroy, VIC 3065",https://www.eventbrite.com.au/e/chromakopia-release-party-melbourne-tickets-1059261221829?aff=ebdssbdestsearch,-37.79831,144.976368
Coffees & Careers,2024-12-06,7:45,Deakin Downtown,"727 Collins Street #Level 12, Tower 2 Docklands, VIC 3008",https://www.eventbrite.com.au/e/coffees-careers-tickets-1089271904589?aff=ebdssbdestsearch,-37.8204513,144.9500917
ESAANZ conference 2024,2024-12-06,8:30,The University of Melbourne,"100 Leicester Street Carlton, VIC 3010",https://www.eventbrite.com.au/e/esaanz-conference-2024-tickets-1007302136807?aff=ebdssbdestsearch,-37.8036874,144.9607534
EMO NEVER SLEEPS: DECEMBER,2024-12-06,22:00,Royal Melbourne Hotel,"629 Bourke Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/emo-never-sleeps-december-tickets-1059451651409?aff=ebdssbdestsearch,-37.8168528,144.9552468
Twelfth Night,2024-12-06,19:00,St Kilda Botanical Gardens,"11 Herbert Street St Kilda, VIC 3182",https://www.eventbrite.com.au/e/twelfth-night-tickets-1054982734759?aff=ebdssbdestsearch,-37.8713506,144.9824183
"TRASH Indie Sleaze and Party bangers, FRI DEC 6",2024-12-06,21:00,Yah Yahs,"99 Smith Street Fitzroy, VIC 3065",https://www.eventbrite.com.au/e/trash-indie-sleaze-and-party-bangers-fri-dec-6-tickets-1096888084789?aff=ebdssbdestsearch,-37.8058545,144.982966
2010 Throwback Party,2024-12-06,21:00,Pre Drinks Bar,"149 Commercial Road South Yarra, VIC 3141",https://www.eventbrite.com/e/2010-throwback-party-tickets-1079102617979?aff=ebdssbdestsearch,-37.8463162,144.9913793
Join Cherry Picking Fun in Melbourne,2024-12-06,10:00,IDP Melbourne,"373 Lonsdale Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/join-cherry-picking-fun-in-melbourne-tickets-1056204448939?aff=ebdssbdestsearch,-37.8127529,144.9615244
Bliss Fridays- Bottomless Bliss Drinks Package at Morris Jones,2024-12-06,19:00,Inca | Morris Jones Restaurant & Cocktail Bar,"163 Chapel Street Windsor, VIC 3181",https://www.eventbrite.com/e/bliss-fridays-bottomless-bliss-drinks-package-at-morris-jones-tickets-1095914282119?aff=ebdssbdestsearch,-37.8523323,144.9930063
"Ready, Set, Profits for 2025-Ignite Growth & Profitability in Your Business",2024-12-06,09:00,Treacy Centre,"126 The Avenue Parkville, VIC 3052",https://www.eventbrite.com.au/e/ready-set-profits-for-2025-ignite-growth-profitability-in-your-business-tickets-1079221012099?aff=ebdssbdestsearch,-37.78488919999999,144.9574958
Data Science & Analytics meetup and chat Melbourne,2024-12-06,17:30,215 Queen's Restaurant and Bar Melbourne,"215 Queen Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/data-science-analytics-meetup-and-chat-melbourne-tickets-951030536937?aff=ebdssbdestsearch,-37.8137947,144.9598607
Comedy On Tap - Stand Up Comedy. St Luja - St Kilda,2024-12-06,7:45,St LuJa | Cocktail Bar,"9 Fitzroy Street St Kilda, VIC 3182",https://www.eventbrite.com/e/comedy-on-tap-stand-up-comedy-st-luja-st-kilda-tickets-1084902234789?aff=ebdssbdestsearch,-37.8627907,144.9733795
GTG UNDERGROUND,2024-12-06,21:00,Avalon The Bar,"387 Brunswick Street Fitzroy, VIC 3065",https://www.eventbrite.com/e/gtg-underground-tickets-1077228351999?aff=ebdssbdestsearch,-37.795606,144.978714
EUPHORIA Friday 6th DECEMBER 2024,2024-12-06,21:00,Chasers Nightclub,"386 Chapel Street South Yarra, VIC 3141",https://www.eventbrite.com.au/e/euphoria-friday-6th-december-2024-tickets-1072004788179?aff=ebdssbdestsearch,-37.8459028,144.9947039
Flamingo Club,2024-12-06,21:00,Pawn & Co,"177 Greville Street Prahran, VIC 3181",https://www.eventbrite.com.au/e/flamingo-club-tickets-934233155517?aff=ebdssbdestsearch,-37.8493266,144.9926289
Human Forest - Old Growth. A Regenerative Touch Experience.,2024-12-06,18:45,Centre of You,"Upstairs, 217 Chapel St Prahran Melbourne, VIC 3181",https://www.eventbrite.com.au/e/human-forest-old-growth-a-regenerative-touch-experience-tickets-1081562856619?aff=ebdssbdestsearch,-37.8509316,144.9933031
Effective Communication Skills & Strategies Session for your Team-Melbourne,2024-12-06,09:00,"Training at your own premises or your preferred venue. Reach us at ""corporate@mangates.com"" for more details.","PH: + 61(0) 2 80155605 Melbourne, VIC 3000",https://www.eventbrite.com/e/effective-communication-skills-strategies-session-for-your-team-melbourne-tickets-840083962747?aff=ebdssbdestsearch,-37.8152065,144.963937
PSYCHIC HARMONY,2024-12-06,21:00,my aeon,"791 Sydney Road Brunswick, VIC 3056",https://www.eventbrite.com.au/e/psychic-harmony-tickets-1056386322929?aff=ebdssbdestsearch,-37.7581868,144.9633301
"IT Social Melbourne | Data, Technology, Cybersecurity, IT",2024-12-06,17:30,215 Queen's Restaurant and Bar Melbourne,"215 Queen Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/it-social-melbourne-data-technology-cybersecurity-it-tickets-951030647267?aff=ebdssbdestsearch,-37.8137947,144.9598607
Christmas Gift Crafting! Beginners Lacing & Stamping -  Leather Satchel,2024-12-06,08:30,Leffler Leather,"171 Kensington Road West Melbourne, VIC 3003",https://www.eventbrite.com.au/e/christmas-gift-crafting-beginners-lacing-stamping-leather-satchel-tickets-1066852698139?aff=ebdssbdestsearch,-37.8000316,144.9177826
Young IT Professionals in Melbourne Social,2024-12-06,17:30,215 Queen's Restaurant and Bar Melbourne,"215 Queen Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/young-it-professionals-in-melbourne-social-tickets-951030446667?aff=ebdssbdestsearch,-37.8137947,144.9598607
Mastering Standard Operating Procedures for Efficiency & Growth,2024-12-06,10:00,Melbourne Incubator Center - Online Event,"120 Collins Street Melbourne, VIC 3000",https://www.eventbrite.com/e/mastering-standard-operating-procedures-for-efficiency-growth-tickets-1083356832449?aff=ebdssbdestsearch,-37.8142665,144.9696592
Kingston Collective ☕️  [FREE] Cafe Co-Working Session *XMAS EDITION*,2024-12-06,09:00,The Corner Store,"1 Swanston Street Mentone, VIC 3194",https://www.eventbrite.com.au/e/kingston-collective-free-cafe-co-working-session-xmas-edition-tickets-1008315226987?aff=ebdssbdestsearch,-37.9810406,145.0654328
"Melbourne Language Exchange | Make Friends, Learn Languages & Culture",2024-12-06,17:30,Imperial Hotel,"2-8 Bourke Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/melbourne-language-exchange-make-friends-learn-languages-culture-tickets-1059091584439?aff=ebdssbdestsearch,-37.8112554,144.972688
GAS End of Year at the Balmain Hotel,2024-12-06,17:00,Sydney: Balmain Hotel,"72-76 Mullens Rd Balmain, NSW 2041",https://www.eventbrite.com.au/e/gas-end-of-year-at-the-balmain-hotel-tickets-1076101641979?aff=ebdssbdestsearch,-33.8614113,151.1768085
Nocturne (Fri 7:30pm),2024-12-06,19:30,Transit Dance (Brunswick),"64 Dawson Street Brunswick, VIC 3056",https://www.eventbrite.com.au/e/nocturne-fri-730pm-tickets-1045287171067?aff=ebdssbdestsearch,-37.7701752,144.9559255
Witchskull 10th Anniversary Special at Cherry Bar!,2024-12-06,20:00,"Cherry Bar, Little Collins Street, Melbourne VIC, Australia","68 Little Collins Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/witchskull-10th-anniversary-special-at-cherry-bar-tickets-1040318840657?aff=ebdssbdestsearch,-37.8129293,144.9714986
Loose News,2024-12-06,20:30,The Butterfly Club,"5 Carson Place Melbourne, VIC 3000",https://www.eventbrite.co.uk/e/loose-news-tickets-991601275107?aff=ebdssbdestsearch,-37.8154472,144.9652725
"Unreal x Klangkuenstler ""All Night Long"" Australia",2024-12-06,19:00,PICA - Port Melbourne Industrial Centre of the Arts,"11 Woolboard Road Port Melbourne, VIC 3027",https://www.eventbrite.com.au/e/unreal-x-klangkuenstler-all-night-long-australia-tickets-865232964087?aff=ebdssbdestsearch,-37.8301736,144.9248531
VICTIM (NZ),2024-12-06,21:00,Laundry Bar,"50 Johnston Street Fitzroy, VIC 3065",https://www.eventbrite.com.au/e/victim-nz-tickets-1070333499309?aff=ebdssbdestsearch,-37.79831,144.976368
Kickoff summer 2024,2024-12-06,20:00,30-34 Charles St,"30-34 Charles Street Coburg North, VIC 3058",https://www.eventbrite.com/e/kickoff-summer-2024-tickets-1071515615049?aff=ebdssbdestsearch,-37.7288278,144.9551439
